,Unnamed: 0,file,gender,congruent,exact_file,pixels,VGG19_ALL_3_fine_tuned_v2,mean_predictions,parse,congruent2,sym,condition
128,28,027_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\027_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.48318914,0.48318914,027_03_,yes,yes,
129,29,027_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\027_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.45553562,0.45553562,027_03_,no,yes,
130,30,030_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\030_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.58436674,0.58436674,030_03_,yes,yes,
131,31,030_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\030_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5025669,0.5025669,030_03_,no,yes,
132,32,032_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\032_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.55342144,0.55342144,032_03_,yes,yes,
133,33,032_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\032_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5438293,0.5438293,032_03_,no,yes,
134,34,034_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\034_03_feminized.jpg,[254. 254. 254. ... 255. 255. 255.],0.5258547,0.5258547,034_03_,yes,yes,
135,35,034_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\034_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5441729,0.5441729,034_03_,no,yes,
136,36,038_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\038_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.426881,0.426881,038_03_,yes,yes,
137,37,038_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\038_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.3864611,0.3864611,038_03_,no,yes,
138,38,039_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\039_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5513498,0.5513498,039_03_,yes,yes,
139,39,039_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\039_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5353864,0.5353864,039_03_,no,yes,
140,40,062_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\062_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.46326664,0.46326664,062_03_,yes,yes,
141,41,062_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\062_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.4337165,0.4337165,062_03_,no,yes,
142,42,064_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\064_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5144585,0.5144585,064_03_,yes,yes,
143,43,064_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\064_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.51593554,0.51593554,064_03_,no,yes,
144,44,066_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\066_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.547188,0.547188,066_03_,yes,yes,
145,45,066_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\066_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.54743433,0.54743433,066_03_,no,yes,
146,46,081_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\081_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5386421,0.5386421,081_03_,yes,yes,
147,47,081_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\081_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.49619564,0.49619564,081_03_,no,yes,
148,48,083_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\083_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5670202,0.5670202,083_03_,yes,yes,
149,49,083_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\083_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.54802173,0.54802173,083_03_,no,yes,
150,50,086_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\086_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5762755,0.5762755,086_03_,yes,yes,
151,51,086_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\086_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5610222,0.5610222,086_03_,no,yes,
152,52,087_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\087_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.4869024,0.4869024,087_03_,yes,yes,
153,53,087_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\087_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.48149124,0.48149124,087_03_,no,yes,
154,54,090_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\090_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.56891936,0.56891936,090_03_,yes,yes,
155,55,090_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\090_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5770136,0.5770136,090_03_,no,yes,
156,56,091_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\091_03_feminized.jpg,[254. 254. 254. ... 255. 255. 255.],0.6075014,0.6075014,091_03_,yes,yes,
157,57,091_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\091_03_masc.jpg,[254. 254. 254. ... 255. 255. 255.],0.57123494,0.57123494,091_03_,no,yes,
158,58,094_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\094_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5407669,0.5407669,094_03_,yes,yes,
159,59,094_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\094_03_masc.jpg,[254. 254. 254. ... 255. 255. 255.],0.5364641,0.5364641,094_03_,no,yes,
160,60,097_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\097_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.60706407,0.60706407,097_03_,yes,yes,
161,61,097_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\097_03_masc.jpg,[254. 254. 254. ... 253. 253. 253.],0.57028127,0.57028127,097_03_,no,yes,
162,62,099_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\099_03_feminized.jpg,[254. 254. 254. ... 255. 255. 255.],0.44551256,0.44551256,099_03_,yes,yes,
163,63,099_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\099_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.43486473,0.43486473,099_03_,no,yes,
164,64,100_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\100_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5400656,0.5400656,100_03_,yes,yes,
165,65,100_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\100_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.55665743,0.55665743,100_03_,no,yes,
166,66,102_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\102_03_feminized.jpg,[254. 254. 254. ... 255. 255. 255.],0.56192476,0.56192476,102_03_,yes,yes,
167,67,102_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\102_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.502907,0.502907,102_03_,no,yes,
168,68,107_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\107_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5541219,0.5541219,107_03_,yes,yes,
169,69,107_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\107_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5120485,0.5120485,107_03_,no,yes,
170,70,112_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\112_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.56203663,0.56203663,112_03_,yes,yes,
171,71,112_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\112_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5888428,0.5888428,112_03_,no,yes,
172,72,113_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\113_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5843054,0.5843054,113_03_,yes,yes,
173,73,113_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\113_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.55355823,0.55355823,113_03_,no,yes,
174,74,115_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\115_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.44168094,0.44168094,115_03_,yes,yes,
175,75,115_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\115_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.4196897,0.4196897,115_03_,no,yes,
176,76,118_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\118_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.4975848,0.4975848,118_03_,yes,yes,
177,77,118_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\118_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.48492667,0.48492667,118_03_,no,yes,
178,78,120_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\120_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.60387737,0.60387737,120_03_,yes,yes,
179,79,120_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\120_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.58788335,0.58788335,120_03_,no,yes,
180,80,122_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\122_03_feminized.jpg,[254. 254. 254. ... 255. 255. 255.],0.56064,0.56064,122_03_,yes,yes,
181,81,122_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\122_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5398223,0.5398223,122_03_,no,yes,
182,82,124_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\124_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.586179,0.586179,124_03_,yes,yes,
183,83,124_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\124_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5949604,0.5949604,124_03_,no,yes,
184,84,126_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\126_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.51497114,0.51497114,126_03_,yes,yes,
185,85,126_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\126_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5220837,0.5220837,126_03_,no,yes,
186,86,127_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\127_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.55907637,0.55907637,127_03_,yes,yes,
187,87,127_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\127_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5429822,0.5429822,127_03_,no,yes,
188,88,129_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\129_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5582666,0.5582666,129_03_,yes,yes,
189,89,129_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\129_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5727961,0.5727961,129_03_,no,yes,
190,90,134_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\134_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.53097713,0.53097713,134_03_,yes,yes,
191,91,134_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\134_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.535364,0.535364,134_03_,no,yes,
192,92,135_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\135_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.6203663,0.6203663,135_03_,yes,yes,
193,93,135_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\135_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.5916559,0.5916559,135_03_,no,yes,
194,94,136_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\136_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.5316611,0.5316611,136_03_,yes,yes,
195,95,136_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\136_03_masc.jpg,[255. 255. 255. ... 254. 254. 254.],0.4824941,0.4824941,136_03_,no,yes,
196,96,139_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\139_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.54468733,0.54468733,139_03_,yes,yes,
197,97,139_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\139_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.54050475,0.54050475,139_03_,no,yes,
198,98,144_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\144_03_feminized.jpg,[254. 254. 254. ... 254. 254. 254.],0.4727963,0.4727963,144_03_,yes,yes,
199,99,144_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\144_03_masc.jpg,[254. 254. 254. ... 254. 254. 254.],0.47737333,0.47737333,144_03_,no,yes,
0,0,004_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\004_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5066236,0.5066236,004_03_,no,no,
1,1,004_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\004_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.48993716,0.48993716,004_03_,yes,no,
2,2,008_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\008_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.45824715,0.45824715,008_03_,no,no,
3,3,008_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\008_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.46251568,0.46251568,008_03_,yes,no,
4,4,012_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\012_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.53712076,0.53712076,012_03_,no,no,
5,5,012_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\012_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5386725,0.5386725,012_03_,yes,no,
6,6,017_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\017_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.49870357,0.49870357,017_03_,no,no,
7,7,017_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\017_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.50327414,0.50327414,017_03_,yes,no,
8,8,018_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\018_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.48658994,0.48658994,018_03_,no,no,
9,9,018_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\018_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47512648,0.47512648,018_03_,yes,no,
10,10,021_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\021_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.44864944,0.44864944,021_03_,no,no,
11,11,021_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\021_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4467381,0.4467381,021_03_,yes,no,
12,12,022_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\022_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4756399,0.4756399,022_03_,no,no,
13,13,022_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\022_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47895548,0.47895548,022_03_,yes,no,
14,14,024_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\024_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.43843028,0.43843028,024_03_,no,no,
15,15,024_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\024_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.46153358,0.46153358,024_03_,yes,no,
16,16,026_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\026_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.49801847,0.49801847,026_03_,no,no,
17,17,026_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\026_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4968849,0.4968849,026_03_,yes,no,
18,18,029_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\029_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5151717,0.5151717,029_03_,no,no,
19,19,029_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\029_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4999046,0.4999046,029_03_,yes,no,
20,20,031_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\031_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.45113376,0.45113376,031_03_,no,no,
21,21,031_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\031_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45575002,0.45575002,031_03_,yes,no,
22,22,033_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\033_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.49917975,0.49917975,033_03_,no,no,
23,23,033_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\033_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4684783,0.4684783,033_03_,yes,no,
24,24,036_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\036_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5430898,0.5430898,036_03_,no,no,
25,25,036_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\036_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5097691,0.5097691,036_03_,yes,no,
26,26,037_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\037_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.53973436,0.53973436,037_03_,no,no,
27,27,037_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\037_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51321244,0.51321244,037_03_,yes,no,
28,28,041_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\041_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4851747,0.4851747,041_03_,no,no,
29,29,041_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\041_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.40131828,0.40131828,041_03_,yes,no,
30,30,042_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\042_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4638935,0.4638935,042_03_,no,no,
31,31,042_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\042_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.43602553,0.43602553,042_03_,yes,no,
32,32,043_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\043_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47615197,0.47615197,043_03_,no,no,
33,33,043_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\043_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.46765152,0.46765152,043_03_,yes,no,
34,34,044_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\044_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4747754,0.4747754,044_03_,no,no,
35,35,044_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\044_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.471108,0.471108,044_03_,yes,no,
36,36,045_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\045_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4976481,0.4976481,045_03_,no,no,
37,37,045_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\045_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.490858,0.490858,045_03_,yes,no,
38,38,061_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\061_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.42634264,0.42634264,061_03_,no,no,
39,39,061_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\061_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47988197,0.47988197,061_03_,yes,no,
40,40,063_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\063_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.46701846,0.46701846,063_03_,no,no,
41,41,063_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\063_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.42905852,0.42905852,063_03_,yes,no,
42,42,067_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\067_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47519585,0.47519585,067_03_,no,no,
43,43,067_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\067_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.44777915,0.44777915,067_03_,yes,no,
44,44,068_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\068_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.42086807,0.42086807,068_03_,no,no,
45,45,068_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\068_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.42204407,0.42204407,068_03_,yes,no,
46,46,069_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\069_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.46154413,0.46154413,069_03_,no,no,
47,47,069_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\069_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.43137738,0.43137738,069_03_,yes,no,
48,48,070_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\070_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.42721918,0.42721918,070_03_,no,no,
49,49,070_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\070_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.42059615,0.42059615,070_03_,yes,no,
50,50,082_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\082_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.45602438,0.45602438,082_03_,no,no,
51,51,082_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\082_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45677122,0.45677122,082_03_,yes,no,
52,52,092_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\092_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47117612,0.47117612,092_03_,no,no,
53,53,092_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\092_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4467781,0.4467781,092_03_,yes,no,
54,54,096_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\096_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5159402,0.5159402,096_03_,no,no,
55,55,096_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\096_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4520019,0.4520019,096_03_,yes,no,
56,56,101_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\101_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5146515,0.5146515,101_03_,no,no,
